"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","home_win","hdiff"
2018,8,2018-05-12,"18:10:00","WA","Optus Stadium","Fremantle","St Kilda",89,59,1,30
2018,8,2018-05-12,"16:35:00","QLD","Gabba","Gold Coast","Melbourne",77,146,0,-69
2018,8,2018-05-12,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",61,86,0,-25
2018,8,2018-05-11,"19:50:00","VIC","M.C.G.","Hawthorn","Sydney",71,79,0,-8
2018,8,2018-05-13,"13:10:00","VIC","Docklands","North Melbourne","Richmond",72,82,0,-10
2018,8,2018-05-12,"16:40:00","SA","Adelaide Oval","Port Adelaide","Adelaide",95,90,1,5
2018,8,2018-05-12,"19:25:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",107,93,1,14
2018,9,2018-05-18,"19:20:00","SA","Adelaide Oval","Adelaide","Western Bulldogs",63,26,1,37
2018,9,2018-05-20,"15:20:00","QLD","Gabba","Brisbane Lions","Hawthorn",129,73,1,56
2018,9,2018-05-20,"13:10:00","VIC","M.C.G.","Carlton","Melbourne",50,159,0,-109
2018,9,2018-05-19,"16:35:00","VIC","M.C.G.","Essendon","Geelong",84,50,1,34
2018,9,2018-05-19,"13:15:00","CHN","Adelaide Arena at Jiangwan Stadium","Gold Coast","Port Adelaide",42,82,0,-40
2018,9,2018-05-19,"13:45:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",112,69,1,43
2018,9,2018-05-19,"19:25:00","VIC","Docklands","St Kilda","Collingwood",72,100,0,-28
2018,9,2018-05-19,"19:25:00","NSW","S.C.G.","Sydney","Fremantle",111,52,1,59
2018,9,2018-05-20,"14:40:00","WA","Optus Stadium","West Coast","Richmond",130,83,1,47
2018,10,2018-05-26,"16:35:00","QLD","Gabba","Brisbane Lions","Sydney",49,67,0,-18
2018,10,2018-05-25,"19:50:00","VIC","Docklands","Collingwood","Western Bulldogs",90,55,1,35
2018,10,2018-05-27,"14:40:00","WA","Optus Stadium","Fremantle","North Melbourne",58,86,0,-28
2018,10,2018-05-26,"19:25:00","VIC","GMHBA Stadium","Geelong","Carlton",73,45,1,28
2018,10,2018-05-26,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",60,95,0,-35
2018,10,2018-05-27,"13:10:00","VIC","Docklands","Hawthorn","West Coast",60,75,0,-15
2018,10,2018-05-27,"14:50:00","NT","Traeger Park","Melbourne","Adelaide",146,55,1,91
2018,10,2018-05-26,"13:45:00","VIC","M.C.G.","Richmond","St Kilda",105,77,1,28
2018,11,2018-06-03,"16:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",81,97,0,-16
2018,11,2018-06-03,"15:20:00","VIC","M.C.G.","Collingwood","Fremantle",138,77,1,61
2018,11,2018-06-02,"19:25:00","VIC","M.C.G.","Essendon","Richmond",43,114,0,-71
2018,11,2018-06-02,"16:35:00","QLD","Carrara","Gold Coast","Geelong",36,121,0,-85
2018,11,2018-06-02,"14:10:00","TAS","University of Tasmania Stadium","Hawthorn","Port Adelaide",64,61,1,3
2018,11,2018-06-03,"13:10:00","VIC","Docklands","North Melbourne","Brisbane Lions",141,87,1,54
2018,11,2018-06-01,"19:50:00","NSW","S.C.G.","Sydney","Carlton",91,61,1,30
2018,11,2018-06-02,"18:10:00","WA","Optus Stadium","West Coast","St Kilda",101,88,1,13
2018,11,2018-06-02,"13:45:00","VIC","Docklands","Western Bulldogs","Melbourne",51,100,0,-49
2018,12,2018-06-10,"13:10:00","QLD","Gabba","Brisbane Lions","Essendon",62,84,0,-22
2018,12,2018-06-10,"14:40:00","WA","Optus Stadium","Fremantle","Adelaide",71,68,1,3
2018,12,2018-06-09,"13:45:00","VIC","GMHBA Stadium","Geelong","North Melbourne",96,59,1,37
2018,12,2018-06-09,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",134,26,1,108
2018,12,2018-06-11,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",91,133,0,-42
2018,12,2018-06-08,"19:20:00","SA","Adelaide Oval","Port Adelaide","Richmond",72,58,1,14
2018,12,2018-06-09,"19:25:00","VIC","Docklands","St Kilda","Sydney",55,126,0,-71
2018,13,2018-06-16,"13:45:00","VIC","Docklands","Carlton","Fremantle",46,103,0,-57
2018,13,2018-06-17,"15:20:00","VIC","M.C.G.","Geelong","Richmond",65,83,0,-18
2018,13,2018-06-16,"16:35:00","QLD","Carrara","Gold Coast","St Kilda",78,80,0,-2
2018,13,2018-06-16,"19:25:00","VIC","M.C.G.","Hawthorn","Adelaide",88,32,1,56
2018,13,2018-06-14,"19:20:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",132,75,1,57
2018,13,2018-06-15,"19:50:00","NSW","S.C.G.","Sydney","West Coast",72,57,1,15
2018,14,2018-06-23,"16:35:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",82,109,0,-27
2018,14,2018-06-24,"15:20:00","VIC","M.C.G.","Collingwood","Carlton",79,59,1,20
2018,14,2018-06-23,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Gold Coast",96,43,1,53
2018,14,2018-06-22,"19:20:00","SA","Adelaide Oval","Port Adelaide","Melbourne",75,65,1,10
2018,14,2018-06-21,"18:10:00","WA","Optus Stadium","West Coast","Essendon",52,80,0,-28
2018,14,2018-06-23,"19:25:00","VIC","Docklands","Western Bulldogs","North Melbourne",75,77,0,-2
2018,15,2018-06-30,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",88,78,1,10
2018,15,2018-06-30,"13:45:00","VIC","M.C.G.","Carlton","Port Adelaide",69,90,0,-21
2018,15,2018-07-01,"15:20:00","VIC","Docklands","Essendon","North Melbourne",125,108,1,17
2018,15,2018-07-01,"14:40:00","WA","Optus Stadium","Fremantle","Brisbane Lions",64,119,0,-55
2018,15,2018-06-30,"19:25:00","QLD","Carrara","Gold Coast","Collingwood",60,99,0,-39
2018,15,2018-06-30,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",95,84,1,11
2018,15,2018-07-01,"13:10:00","VIC","M.C.G.","Melbourne","St Kilda",117,119,0,-2
2018,15,2018-06-28,"19:20:00","VIC","Docklands","Richmond","Sydney",93,67,1,26
2018,15,2018-06-29,"19:50:00","VIC","Docklands","Western Bulldogs","Geelong",103,101,1,2
2018,16,2018-07-07,"13:45:00","QLD","Gabba","Brisbane Lions","Carlton",120,55,1,65
2018,16,2018-07-08,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",62,78,0,-16
2018,16,2018-07-07,"19:10:00","NT","Marrara Oval","Melbourne","Fremantle",102,48,1,54
2018,16,2018-07-08,"13:10:00","VIC","Docklands","North Melbourne","Gold Coast",95,58,1,37
2018,16,2018-07-07,"16:05:00","SA","Adelaide Oval","Port Adelaide","St Kilda",86,50,1,36
2018,16,2018-07-06,"19:50:00","VIC","M.C.G.","Richmond","Adelaide",103,56,1,47
2018,16,2018-07-05,"19:20:00","NSW","S.C.G.","Sydney","Geelong",59,71,0,-12
2018,16,2018-07-08,"14:40:00","WA","Optus Stadium","West Coast","Greater Western Sydney",86,75,1,11
2018,16,2018-07-07,"19:25:00","VIC","Docklands","Western Bulldogs","Hawthorn",59,122,0,-63
2018,17,2018-07-12,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",112,97,1,15
2018,17,2018-07-15,"13:10:00","VIC","M.C.G.","Collingwood","West Coast",67,102,0,-35
2018,17,2018-07-15,"14:40:00","WA","Optus Stadium","Fremantle","Port Adelaide",59,50,1,9
2018,17,2018-07-14,"19:25:00","QLD","Carrara","Gold Coast","Essendon",51,95,0,-44
2018,17,2018-07-14,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",79,77,1,2
2018,17,2018-07-14,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",65,98,0,-33
2018,17,2018-07-14,"16:35:00","VIC","M.C.G.","Melbourne","Western Bulldogs",119,69,1,50
2018,17,2018-07-15,"15:20:00","VIC","Docklands","North Melbourne","Sydney",98,104,0,-6
2018,17,2018-07-13,"19:50:00","VIC","Docklands","St Kilda","Carlton",116,52,1,64
2018,18,2018-07-21,"19:25:00","QLD","Gabba","Brisbane Lions","Adelaide",88,93,0,-5
2018,18,2018-07-22,"13:10:00","VIC","Docklands","Carlton","Hawthorn",52,124,0,-72
2018,18,2018-07-21,"13:45:00","VIC","M.C.G.","Collingwood","North Melbourne",130,64,1,66
2018,18,2018-07-21,"16:35:00","VIC","Docklands","Essendon","Fremantle",99,70,1,29
2018,18,2018-07-21,"19:25:00","VIC","GMHBA Stadium","Geelong","Melbourne",100,98,1,2
2018,18,2018-07-22,"16:10:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",58,80,0,-22
2018,18,2018-07-20,"19:50:00","VIC","Docklands","St Kilda","Richmond",57,111,0,-54
2018,18,2018-07-21,"14:10:00","NSW","S.C.G.","Sydney","Gold Coast",64,88,0,-24
2018,18,2018-07-22,"13:20:00","WA","Optus Stadium","West Coast","Western Bulldogs",100,46,1,54
2018,19,2018-07-28,"19:10:00","SA","Adelaide Oval","Adelaide","Melbourne",77,90,0,-13
2018,19,2018-07-27,"19:50:00","VIC","Docklands","Essendon","Sydney",109,66,1,43
2018,19,2018-07-29,"14:40:00","WA","Optus Stadium","Fremantle","Hawthorn",53,112,0,-59
2018,19,2018-07-28,"14:10:00","VIC","GMHBA Stadium","Geelong","Brisbane Lions",120,78,1,42
2018,19,2018-07-28,"19:25:00","QLD","Carrara","Gold Coast","Carlton",44,79,0,-35
2018,19,2018-07-28,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","St Kilda",86,61,1,25
2018,19,2018-07-29,"13:10:00","TAS","Bellerive Oval","North Melbourne","West Coast",81,41,1,40
2018,19,2018-07-28,"13:45:00","VIC","M.C.G.","Richmond","Collingwood",105,77,1,28
2018,19,2018-07-29,"15:20:00","VIC","Mars Stadium","Western Bulldogs","Port Adelaide",34,78,0,-44
2018,20,2018-08-04,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",96,93,1,3
2018,20,2018-08-04,"14:10:00","QLD","Gabba","Brisbane Lions","North Melbourne",104,107,0,-3
2018,20,2018-08-05,"13:10:00","VIC","Docklands","Carlton","Greater Western Sydney",46,151,0,-105
2018,20,2018-08-04,"13:45:00","VIC","M.C.G.","Hawthorn","Essendon",107,103,1,4
2018,20,2018-08-05,"15:20:00","VIC","M.C.G.","Melbourne","Gold Coast",143,47,1,96
2018,20,2018-08-03,"19:50:00","VIC","M.C.G.","Richmond","Geelong",85,82,1,3
2018,20,2018-08-04,"19:25:00","VIC","Docklands","St Kilda","Western Bulldogs",68,103,0,-35
2018,20,2018-08-04,"19:25:00","NSW","S.C.G.","Sydney","Collingwood",73,71,1,2
2018,20,2018-08-05,"14:40:00","WA","Optus Stadium","West Coast","Fremantle",142,84,1,58
2018,21,2018-08-11,"19:25:00","VIC","Docklands","Collingwood","Brisbane Lions",104,73,1,31
2018,21,2018-08-10,"19:50:00","VIC","Docklands","Essendon","St Kilda",122,79,1,43
2018,21,2018-08-12,"14:40:00","WA","Optus Stadium","Fremantle","Carlton",101,72,1,29
2018,21,2018-08-11,"14:10:00","QLD","Carrara","Gold Coast","Richmond",51,125,0,-74
2018,21,2018-08-11,"19:25:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Adelaide",106,92,1,14
2018,21,2018-08-11,"13:45:00","VIC","M.C.G.","Hawthorn","Geelong",71,60,1,11
2018,21,2018-08-12,"15:20:00","VIC","M.C.G.","Melbourne","Sydney",78,87,0,-9
2018,21,2018-08-12,"13:10:00","VIC","Docklands","North Melbourne","Western Bulldogs",85,92,0,-7
2018,21,2018-08-11,"16:05:00","SA","Adelaide Oval","Port Adelaide","West Coast",58,62,0,-4
2018,22,2018-08-19,"16:10:00","SA","Adelaide Oval","Adelaide","North Melbourne",86,77,1,9
2018,22,2018-08-19,"13:10:00","VIC","Docklands","Carlton","Western Bulldogs",49,66,0,-17
2018,22,2018-08-18,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",115,64,1,51
2018,22,2018-08-18,"14:10:00","VIC","GMHBA Stadium","Geelong","Fremantle",158,25,1,133
2018,22,2018-08-18,"19:25:00","QLD","Carrara","Gold Coast","Brisbane Lions",74,78,0,-4
2018,22,2018-08-18,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",60,80,0,-20
2018,22,2018-08-17,"19:50:00","VIC","M.C.G.","Richmond","Essendon",81,73,1,8
2018,22,2018-08-18,"19:25:00","VIC","Docklands","St Kilda","Hawthorn",76,80,0,-4
2018,22,2018-08-19,"13:20:00","WA","Optus Stadium","West Coast","Melbourne",91,108,0,-17
2018,23,2018-08-26,"13:10:00","QLD","Gabba","Brisbane Lions","West Coast",72,98,0,-26
2018,23,2018-08-25,"19:25:00","VIC","Docklands","Carlton","Adelaide",61,165,0,-104
2018,23,2018-08-25,"14:35:00","WA","Optus Stadium","Fremantle","Collingwood",67,76,0,-9
2018,23,2018-08-25,"13:45:00","VIC","GMHBA Stadium","Geelong","Gold Coast",142,40,1,102
2018,23,2018-08-26,"15:20:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",102,57,1,45
2018,23,2018-08-24,"19:20:00","SA","Adelaide Oval","Port Adelaide","Essendon",89,111,0,-22
2018,23,2018-08-25,"14:10:00","VIC","M.C.G.","Richmond","Western Bulldogs",98,95,1,3
2018,23,2018-08-26,"16:40:00","VIC","Docklands","St Kilda","North Melbourne",94,117,0,-23
2018,23,2018-08-25,"19:25:00","NSW","S.C.G.","Sydney","Hawthorn",74,83,0,-9
2018,24,2018-09-07,"19:50:00","VIC","M.C.G.","Melbourne","Geelong",75,46,1,29
2018,24,2018-09-06,"19:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,64,1,31
2018,24,2018-09-08,"16:20:00","NSW","S.C.G.","Sydney","Greater Western Sydney",30,79,0,-49
2018,24,2018-09-08,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",86,70,1,16
2018,25,2018-09-15,"19:25:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",69,59,1,10
2018,25,2018-09-14,"19:50:00","VIC","M.C.G.","Hawthorn","Melbourne",71,104,0,-33
2018,26,2018-09-21,"19:50:00","VIC","M.C.G.","Richmond","Collingwood",58,97,0,-39
2018,26,2018-09-22,"13:20:00","WA","Perth Stadium","West Coast","Melbourne",121,55,1,66
2018,27,2018-09-29,"14:30:00","VIC","M.C.G.","West Coast","Collingwood",79,74,1,5
2019,1,2019-03-23,"16:05:00","SA","Adelaide Oval","Adelaide","Hawthorn",55,87,0,-32
2019,1,2019-03-23,"19:20:00","QLD","Gabba","Brisbane Lions","West Coast",102,58,1,44
2019,1,2019-03-21,"19:20:00","VIC","M.C.G.","Carlton","Richmond",64,97,0,-33
2019,1,2019-03-22,"19:50:00","VIC","M.C.G.","Collingwood","Geelong",65,72,0,-7
2019,1,2019-03-24,"15:20:00","WA","Perth Stadium","Fremantle","North Melbourne",141,59,1,82
2019,1,2019-03-24,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",112,40,1,72
2019,1,2019-03-23,"13:45:00","VIC","M.C.G.","Melbourne","Port Adelaide",61,87,0,-26
2019,1,2019-03-24,"13:10:00","VIC","Marvel Stadium","St Kilda","Gold Coast",85,84,1,1
2019,1,2019-03-23,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Sydney",82,65,1,17
2019,2,2019-03-30,"16:35:00","VIC","Marvel Stadium","Essendon","St Kilda",65,76,0,-11
2019,2,2019-03-30,"19:25:00","VIC","Kardinia Park","Geelong","Melbourne",126,46,1,80
2019,2,2019-03-31,"15:40:00","QLD","Carrara","Gold Coast","Fremantle",61,58,1,3
2019,2,2019-03-31,"15:20:00","VIC","M.C.G.","Hawthorn","Western Bulldogs",87,106,0,-19
2019,2,2019-03-31,"13:10:00","VIC","Marvel Stadium","North Melbourne","Brisbane Lions",87,107,0,-20
2019,2,2019-03-30,"16:40:00","SA","Adelaide Oval","Port Adelaide","Carlton",88,72,1,16
2019,2,2019-03-28,"19:20:00","VIC","M.C.G.","Richmond","Collingwood",66,110,0,-44
2019,2,2019-03-29,"19:50:00","NSW","S.C.G.","Sydney","Adelaide",62,88,0,-26
2019,2,2019-03-30,"17:10:00","WA","Perth Stadium","West Coast","Greater Western Sydney",104,52,1,52
2019,3,2019-04-04,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",75,99,0,-24
2019,3,2019-04-06,"18:25:00","QLD","Gabba","Brisbane Lions","Port Adelaide",107,90,1,17
2019,3,2019-04-06,"13:45:00","VIC","Marvel Stadium","Carlton","Sydney",74,93,0,-19
2019,3,2019-04-06,"19:25:00","VIC","M.C.G.","Collingwood","West Coast",76,98,0,-22
2019,3,2019-04-07,"15:20:00","WA","Perth Stadium","Fremantle","St Kilda",71,66,1,5
2019,3,2019-04-06,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",125,76,1,49
2019,3,2019-04-07,"15:20:00","VIC","M.C.G.","Hawthorn","North Melbourne",87,71,1,16
2019,3,2019-04-05,"19:50:00","VIC","M.C.G.","Melbourne","Essendon",112,130,0,-18
2019,3,2019-04-07,"14:20:00","VIC","Marvel Stadium","Western Bulldogs","Gold Coast",68,73,0,-5
2019,4,2019-04-12,"19:50:00","VIC","M.C.G.","Collingwood","Western Bulldogs",78,64,1,14
2019,4,2019-04-13,"14:10:00","VIC","M.C.G.","Essendon","Brisbane Lions",112,65,1,47
2019,4,2019-04-13,"13:45:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",75,79,0,-4
2019,4,2019-04-14,"14:40:00","QLD","Carrara","Gold Coast","Carlton",59,57,1,2
2019,4,2019-04-13,"19:25:00","VIC","Marvel Stadium","North Melbourne","Adelaide",71,59,1,12
2019,4,2019-04-13,"16:05:00","SA","Adelaide Oval","Port Adelaide","Richmond",92,99,0,-7
2019,4,2019-04-14,"15:20:00","VIC","Marvel Stadium","St Kilda","Hawthorn",74,69,1,5
2019,4,2019-04-11,"19:20:00","NSW","S.C.G.","Sydney","Melbourne",78,100,0,-22
2019,4,2019-04-13,"18:10:00","WA","Perth Stadium","West Coast","Fremantle",69,56,1,13
2019,5,2019-04-21,"16:10:00","SA","Adelaide Oval","Adelaide","Gold Coast",119,46,1,73
2019,5,2019-04-18,"19:35:00","QLD","Gabba","Brisbane Lions","Collingwood",61,123,0,-62
2019,5,2019-04-20,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","Fremantle",82,106,0,-24
2019,5,2019-04-22,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",90,113,0,-23
2019,5,2019-04-20,"16:35:00","VIC","M.C.G.","Melbourne","St Kilda",55,95,0,-40
2019,5,2019-04-19,"16:20:00","VIC","Marvel Stadium","North Melbourne","Essendon",58,116,0,-58
2019,5,2019-04-20,"19:25:00","VIC","Marvel Stadium","Richmond","Sydney",89,67,1,22
2019,5,2019-04-19,"18:10:00","WA","Perth Stadium","West Coast","Port Adelaide",53,95,0,-42
2019,5,2019-04-21,"13:10:00","VIC","Marvel Stadium","Western Bulldogs","Carlton",57,101,0,-44
2019,6,2019-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",69,73,0,-4
2019,6,2019-04-27,"18:10:00","WA","Perth Stadium","Fremantle","Western Bulldogs",88,69,1,19
2019,6,2019-04-28,"16:40:00","VIC","Kardinia Park","Geelong","West Coast",104,46,1,58
2019,6,2019-04-27,"13:45:00","QLD","Carrara","Gold Coast","Brisbane Lions",62,111,0,-49
2019,6,2019-04-28,"15:20:00","TAS","York Park","Hawthorn","Carlton",93,88,1,5
2019,6,2019-04-26,"19:20:00","SA","Adelaide Oval","Port Adelaide","North Melbourne",88,72,1,16
2019,6,2019-04-24,"19:35:00","VIC","M.C.G.","Richmond","Melbourne",85,42,1,43
2019,6,2019-04-27,"16:35:00","VIC","Marvel Stadium","St Kilda","Adelaide",68,97,0,-29
2019,6,2019-04-27,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",79,120,0,-41
2019,7,2019-05-05,"16:10:00","SA","Adelaide Oval","Adelaide","Fremantle",51,34,1,17
2019,7,2019-05-04,"16:35:00","QLD","Gabba","Brisbane Lions","Sydney",103,81,1,22
2019,7,2019-05-05,"13:10:00","VIC","Marvel Stadium","Carlton","North Melbourne",62,120,0,-58
2019,7,2019-05-03,"19:50:00","VIC","Marvel Stadium","Collingwood","Port Adelaide",108,69,1,39
2019,7,2019-05-05,"15:20:00","VIC","M.C.G.","Geelong","Essendon",86,54,1,32
2019,7,2019-05-04,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","St Kilda",114,70,1,44
2019,7,2019-05-04,"13:45:00","VIC","M.C.G.","Melbourne","Hawthorn",79,74,1,5
2019,7,2019-05-04,"18:10:00","WA","Perth Stadium","West Coast","Gold Coast",80,57,1,23
2019,7,2019-05-04,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Richmond",99,52,1,47
2019,8,2019-05-11,"13:45:00","VIC","M.C.G.","Carlton","Collingwood",87,106,0,-19
2019,8,2019-05-12,"15:20:00","WA","Perth Stadium","Fremantle","Richmond",86,111,0,-25
2019,8,2019-05-11,"16:35:00","QLD","Carrara","Gold Coast","Melbourne",60,61,0,-1
2019,8,2019-05-12,"15:20:00","VIC","M.C.G.","Hawthorn","Greater Western Sydney",71,38,1,33
2019,8,2019-05-12,"13:10:00","VIC","Marvel Stadium","North Melbourne","Geelong",80,104,0,-24
2019,8,2019-05-11,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",68,88,0,-20
2019,8,2019-05-11,"19:25:00","VIC","Marvel Stadium","St Kilda","West Coast",70,88,0,-18
2019,8,2019-05-10,"19:50:00","NSW","S.C.G.","Sydney","Essendon",77,72,1,5
2019,8,2019-05-11,"13:45:00","VIC","Eureka Stadium","Western Bulldogs","Brisbane Lions",92,76,1,16
2019,9,2019-05-18,"14:10:00","QLD","Gabba","Brisbane Lions","Adelaide",93,92,1,1
2019,9,2019-05-18,"13:45:00","VIC","M.C.G.","Collingwood","St Kilda",112,71,1,41
2019,9,2019-05-18,"19:25:00","VIC","Marvel Stadium","Essendon","Fremantle",60,53,1,7
2019,9,2019-05-18,"16:35:00","VIC","Kardinia Park","Geelong","Western Bulldogs",133,89,1,44
2019,9,2019-05-19,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",138,45,1,93
2019,9,2019-05-18,"19:25:00","TAS","Bellerive Oval","North Melbourne","Sydney",72,77,0,-5
2019,9,2019-05-19,"12:40:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",89,51,1,38
2019,9,2019-05-19,"15:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,59,1,36
2019,9,2019-05-17,"18:10:00","WA","Perth Stadium","West Coast","Melbourne",85,69,1,16
2019,10,2019-05-25,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",73,85,0,-12
2019,10,2019-05-26,"15:20:00","WA","Perth Stadium","Fremantle","Brisbane Lions",73,72,1,1
2019,10,2019-05-25,"19:25:00","QLD","Carrara","Gold Coast","Geelong",64,91,0,-27
2019,10,2019-05-25,"13:45:00","TAS","York Park","Hawthorn","Port Adelaide",80,49,1,31
2019,10,2019-05-26,"13:10:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",68,94,0,-26
2019,10,2019-05-25,"19:25:00","VIC","M.C.G.","Richmond","Essendon",73,50,1,23
2019,10,2019-05-26,"15:20:00","VIC","Marvel Stadium","St Kilda","Carlton",68,55,1,13
2019,10,2019-05-24,"19:50:00","NSW","S.C.G.","Sydney","Collingwood",73,80,0,-7
2019,10,2019-05-25,"14:10:00","VIC","Marvel Stadium","Western Bulldogs","North Melbourne",90,115,0,-25
2019,11,2019-06-01,"19:25:00","QLD","Gabba","Brisbane Lions","Hawthorn",85,66,1,19
2019,11,2019-06-01,"13:45:00","VIC","M.C.G.","Collingwood","Fremantle",75,79,0,-4
2019,11,2019-06-02,"15:20:00","VIC","M.C.G.","Essendon","Carlton",74,33,1,41
2019,11,2019-06-01,"16:35:00","VIC","Kardinia Park","Geelong","Sydney",85,63,1,22
2019,11,2019-06-01,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",126,43,1,83
2019,11,2019-06-01,"19:10:00","NT","Marrara Oval","Melbourne","Adelaide",88,90,0,-2
2019,11,2019-05-31,"19:50:00","VIC","Marvel Stadium","North Melbourne","Richmond",99,62,1,37
2019,11,2019-06-02,"12:40:00","CHN","Jiangwan Stadium","St Kilda","Port Adelaide",69,139,0,-70
2019,11,2019-06-02,"15:20:00","WA","Perth Stadium","West Coast","Western Bulldogs",133,72,1,61
2019,12,2019-06-08,"19:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",82,61,1,21
2019,12,2019-06-08,"13:45:00","VIC","Marvel Stadium","Carlton","Brisbane Lions",78,63,1,15
2019,12,2019-06-10,"15:20:00","VIC","M.C.G.","Collingwood","Melbourne",98,57,1,41
2019,12,2019-06-08,"16:35:00","QLD","Carrara","Gold Coast","North Melbourne",72,99,0,-27
2019,12,2019-06-07,"19:50:00","VIC","M.C.G.","Richmond","Geelong",37,104,0,-67
2019,12,2019-06-09,"15:20:00","NSW","S.C.G.","Sydney","West Coast",116,71,1,45
2019,13,2019-06-13,"19:20:00","SA","Adelaide Oval","Adelaide","Richmond",101,68,1,33
2019,13,2019-06-15,"19:25:00","VIC","Marvel Stadium","Carlton","Western Bulldogs",100,103,0,-3
2019,13,2019-06-14,"19:50:00","VIC","Marvel Stadium","Essendon","Hawthorn",96,77,1,19
2019,13,2019-06-15,"14:35:00","WA","Perth Stadium","Fremantle","Port Adelaide",100,79,1,21
2019,13,2019-06-15,"13:45:00","QLD","Riverway Stadium","Gold Coast","St Kilda",76,80,0,-4
2019,13,2019-06-16,"15:20:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",68,91,0,-23
2019,14,2019-06-22,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",85,71,1,14
2019,14,2019-06-22,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",67,56,1,11
2019,14,2019-06-22,"16:35:00","VIC","Marvel Stadium","St Kilda","Brisbane Lions",59,115,0,-56
2019,14,2019-06-21,"19:50:00","NSW","S.C.G.","Sydney","Hawthorn",82,63,1,19
2019,14,2019-06-20,"18:10:00","WA","Perth Stadium","West Coast","Essendon",106,71,1,35
2019,14,2019-06-23,"15:20:00","VIC","Marvel Stadium","Western Bulldogs","Collingwood",73,82,0,-9
2019,15,2019-06-30,"15:20:00","QLD","Gabba","Brisbane Lions","Melbourne",107,74,1,33
2019,15,2019-06-29,"19:25:00","VIC","Marvel Stadium","Collingwood","North Melbourne",37,81,0,-44
2019,15,2019-06-27,"19:20:00","VIC","Marvel Stadium","Essendon","Greater Western Sydney",77,71,1,6
2019,15,2019-06-30,"15:20:00","WA","Perth Stadium","Fremantle","Carlton",75,79,0,-4
2019,15,2019-06-28,"19:50:00","VIC","Kardinia Park","Geelong","Adelaide",96,69,1,27
2019,15,2019-06-29,"13:45:00","VIC","M.C.G.","Hawthorn","West Coast",71,77,0,-6
2019,15,2019-06-29,"19:10:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",41,66,0,-25
2019,15,2019-06-30,"13:10:00","VIC","Marvel Stadium","St Kilda","Richmond",70,103,0,-33
2019,15,2019-06-29,"16:35:00","NSW","S.C.G.","Sydney","Gold Coast",93,51,1,42
2019,16,2019-07-06,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",44,101,0,-57
2019,16,2019-07-07,"13:10:00","VIC","M.C.G.","Carlton","Melbourne",100,105,0,-5
